,word,corpus,iliad,odyssey
903,ὀνείδισον,1,1,0
904,ἔσεταί,3,1,2
905,ἐξερέω,11,7,4
906,τετελεσμένον,21,10,11
907,τρίς,47,31,16
908,τόσσα,17,10,7
909,παρέσσεται,4,4,0
910,δῶρα,85,45,40
911,ὕβριος,1,1,0
912,εἵνεκα,47,24,23
913,τῆσδε,2,2,0
914,ἴσχεο,8,2,6
915,πείθεο,2,2,0
916,χρή,55,28,27
917,σφωΐτερόν,1,1,0
918,εἰρύσσασθαι,1,1,0
919,κεχολωμένον,3,2,1
920,θεοῖς,30,18,12
921,ἐπιπείθηται,1,1,0
922,ἔκλυον,11,7,4
923,ἀργυρέῃ,3,1,2
924,κώπῃ,1,1,0
925,σχέθε,5,3,2
926,χεῖρα,26,18,8
927,βαρεῖαν,4,4,0
928,κουλεόν,4,4,0
929,ὦσε,15,14,1
930,ἀπίθησε,22,20,2
931,Ἀθηναίης,15,12,3
932,Οὔλυμπον,11,11,0
933,βεβήκει,27,9,18
934,δαίμονας,1,1,0
935,ἄλλους,55,35,20
936,Πηλεΐδης,24,24,0
937,ἐξαῦτις,11,5,6
938,ἀταρτηροῖς,1,1,0
939,ἐπέεσσιν,52,26,26
940,λῆγε,2,2,0
941,χόλοιο,5,4,1
942,οἰνοβαρές,1,1,0
943,κυνός,3,3,0
944,ὄμματ,2,2,0
945,κραδίην,15,11,4
946,ἐλάφοιο,6,5,1
947,πόλεμον,69,61,8
948,ἅμα,140,93,47
949,λαῷ,2,2,0
950,θωρηχθῆναι,3,2,1
951,οὔτε,126,44,82
952,λόχον,12,6,6
953,ἰέναι,62,38,24
954,ἀριστήεσσιν,5,4,1
955,τέτληκας,2,2,0
956,κήρ,4,2,2
957,εἴδεται,6,5,1
958,λώϊόν,1,1,0
959,εὐρύν,43,22,21
960,δῶρ,11,9,2
961,ἀποαιρεῖσθαι,1,1,0
962,ἀντίον,96,32,64
963,εἴπῃ,12,6,6
964,δημοβόρος,1,1,0
965,οὐτιδανοῖσιν,1,1,0
966,ὕστατα,7,2,5
967,λωβήσαιο,2,2,0
968,μέγαν,74,35,39
969,ὅρκον,26,10,16
970,ὀμοῦμαι,4,3,1
971,ναί,11,7,4
972,τόδε,103,30,73
973,φύλλα,8,4,4
974,ὄζους,3,3,0
975,φύσει,1,1,0
976,τομήν,1,1,0
977,ὄρεσσι,5,4,1
978,λέλοιπεν,3,1,2
979,ἀναθηλήσει,1,1,0
980,περί,354,226,128
981,ῥά,96,70,26
982,ἑ,65,44,21
983,χαλκός,42,36,6
984,ἔλεψε,1,1,0
985,φύλλά,1,1,0
986,φλοιόν,1,1,0
987,αὖτέ,8,7,1
988,παλάμῃς,1,1,0
989,φορέουσι,5,2,3
990,δικασπόλοι,1,1,0
991,θέμιστας,7,6,1
992,εἰρύαται,4,2,2
993,μέγας,72,54,18
994,ἔσσεται,61,37,24
995,ὅρκος,3,2,1
996,Ἀχιλλῆος,29,26,3
997,ποθή,9,5,4
998,ἵξεται,2,1,1
999,υἷας,35,30,5
1000,σύμπαντας,1,1,0
1001,δυνήσεαι,3,3,0
1002,ἀχνύμενός,13,8,5
1003,χραισμεῖν,5,5,0
1004,εὖτ,15,8,7
1005,πολλοί,72,39,33
1006,ὑφ,32,23,9
1007,Ἕκτορος,51,51,0
1008,ἀνδροφόνοιο,13,13,0
1009,θνήσκοντες,1,1,0
1010,πίπτωσι,2,2,0
1011,ἔνδοθι,13,6,7
1012,ἀμύξεις,1,1,0
1013,ἄριστον,26,17,9
1014,οὐδέν,19,7,12
1015,ἔτισας,1,1,0
1016,ποτί,65,30,35
1017,βάλε,82,62,20
1018,γαίῃ,45,25,20
1019,χρυσείοις,2,2,0
1020,ἥλοισι,2,2,0
1021,πεπαρμένον,2,2,0
1022,ἑτέρωθεν,33,28,5
1023,ἐμήνιε,1,1,0
1024,Νέστωρ,59,40,19
1025,ἡδυεπής,1,1,0
1026,ἀνόρουσε,10,5,5
1027,λιγύς,5,3,2
1028,Πυλίων,9,7,2
1029,ἀγορητής,4,4,0
1030,γλώσσης,1,1,0
1031,μέλιτος,3,3,0
1032,γλυκίων,4,4,0
1033,ῥέεν,6,5,1
1034,αὐδή,2,2,0
1035,ἤδη,152,53,99
1036,δύο,42,26,16
1037,γενεαί,1,1,0
1038,μερόπων,9,7,2
1039,ἀνθρώπων,95,43,52
1040,ἐφθίαθ,1,1,0
1041,πρόσθεν,42,32,10
1042,τράφεν,4,2,2
1043,ἐγένοντο,36,20,16
1044,Πύλῳ,7,3,4
1045,ἠγαθέῃ,4,2,2
1046,τριτάτοισιν,1,1,0
1047,ἄνασσεν,4,1,3
1048,πόποι,51,29,22
1049,πένθος,30,16,14
1050,Ἀχαιΐδα,6,5,1
1051,γαῖαν,164,55,109
1052,ἱκάνει,26,13,13
1053,γηθήσαι,1,1,0
1054,Πρίαμος,36,36,0
1055,Πριάμοιό,5,5,0
1056,παῖδες,39,26,13
1057,Τρῶες,131,129,2
1058,κεχαροίατο,1,1,0
1059,σφῶϊν,14,10,4
1060,τάδε,80,30,50
1061,πάντα,255,100,155
1062,πυθοίατο,1,1,0
1063,μαρναμένοιϊν,1,1,0
1064,βουλήν,27,16,11
1065,ἐστέ,5,2,3
1066,πίθεσθ,1,1,0
1067,νεωτέρω,1,1,0
1068,ἐστόν,3,3,0
1069,ἀρείοσιν,1,1,0
1070,ὡμίλησα,1,1,0
1071,ἀθέριζον,1,1,0
1072,τοίους,2,2,0
1073,ἴδον,59,23,36
1074,ἀνέρας,17,11,6
1075,ἴδωμαι,9,6,3
1076,οἷον,45,27,18
1077,Πειρίθοόν,2,1,1
1078,Δρύαντά,1,1,0
1079,ποιμένα,29,25,4
1080,Καινέα,1,1,0
1081,Ἐξάδιόν,1,1,0
1082,ἀντίθεον,21,17,4
1083,Πολύφημον,2,1,1
1084,Θησέα,2,1,1
1085,Αἰγεΐδην,1,1,0
1086,ἐπιείκελον,3,2,1
1087,ἀθανάτοισιν,33,17,16
1088,κάρτιστοι,2,2,0
1089,κεῖνοι,3,2,1
1090,ἐπιχθονίων,9,4,5
1091,ἔσαν,64,34,30
1092,καρτίστοις,1,1,0
1093,ἐμάχοντο,12,10,2
1094,φηρσίν,1,1,0
1095,ὀρεσκῴοισι,1,1,0
1096,ἐκπάγλως,8,4,4
1097,ἀπόλεσσαν,1,1,0
1098,τοῖσιν,90,25,65
1099,μεθομίλεον,1,1,0
1100,Πύλου,13,4,9
1101,ἐλθών,74,32,42
1102,τηλόθεν,16,8,8
1103,ἀπίης,4,2,2
1104,γαίης,49,23,26
1105,καλέσαντο,1,1,0
1106,αὐτοί,96,49,47
1107,μαχόμην,2,2,0
1108,αὐτόν,116,65,51
1109,κείνοισι,2,1,1
1110,βροτοί,15,9,6
1111,ἐπιχθόνιοι,1,1,0
1112,μαχέοιτο,1,1,0
1113,βουλέων,2,2,0
1114,ξύνιεν,1,1,0
1115,πείθοντό,3,2,1
1116,πίθεσθε,2,1,1
1117,ὔμμες,6,5,1
1118,πείθεσθαι,5,4,1
1119,μήτε,17,5,12
1120,τόνδ,11,5,6
1121,ἀποαίρεο,1,1,0
1122,ἔα,24,18,6
1123,Πηλείδη,1,1,0
1124,ἔθελ,6,4,2
1125,ἐριζέμεναι,4,4,0
1126,ἀντιβίην,3,3,0
1127,ποθ,10,6,4
1128,ὁμοίης,1,1,0
1129,ἔμμορε,4,2,2
1130,τιμῆς,16,9,7
1131,σκηπτοῦχος,3,1,2
1132,κῦδος,73,65,8
1133,γείνατο,18,14,4
1134,μήτηρ,108,63,45
1135,πλεόνεσσιν,3,2,1
1136,ἀνάσσει,9,5,4
1137,παῦε,2,1,1
1138,λίσσομ,4,2,2
1139,Ἀχιλλῆϊ,11,11,0
1140,μεθέμεν,2,2,0
1141,πᾶσιν,68,30,38
1142,ἕρκος,21,12,9
1143,Ἀχαιοῖσιν,11,10,1
1144,πέλεται,10,7,3
1145,κακοῖο,2,1,1
1146,ταῦτά,25,13,12
1147,μοῖραν,48,12,36
1148,ἔειπες,42,24,18
1149,ὅδ,29,8,21
1150,ἐθέλει,13,9,4
1151,κρατέειν,1,1,0
1152,πάντεσσι,27,11,16
1153,ἀνάσσειν,4,3,1
1154,σημαίνειν,5,4,1
1155,ἅ,43,21,22
1156,τιν,70,32,38
1157,πείσεσθαι,6,4,2
1158,αἰχμητήν,10,9,1
1159,ἔθεσαν,5,2,3
1160,αἰέν,71,38,33
1161,ἐόντες,29,16,13
1162,τοὔνεκά,8,6,2
1163,προθέουσιν,1,1,0
1164,ὀνείδεα,7,4,3
1165,ὑποβλήδην,1,1,0
1166,ἠμείβετο,6,1,5
1167,δειλός,3,2,1
1168,οὐτιδανός,4,1,3
1169,καλεοίμην,2,2,0
1170,πᾶν,26,20,6
1171,ἔργον,70,29,41
1172,ὑπείξομαι,1,1,0
1173,ὅττί,19,19,0
1174,ἄλλοισιν,8,5,3
1175,ἐπιτέλλεο,1,1,0
1176,σήμαιν,1,1,0
1177,ἔγωγ,13,13,0
1178,ἄλλο,60,21,39
1179,βάλλεο,14,7,7
1180,σῇσι,17,10,7
1181,χερσί,87,52,35
1182,μαχήσομαι,4,4,0
1183,τῳ,6,3,3
1184,ἄλλῳ,26,14,12
1185,ἀφέλεσθέ,1,1,0
1186,δόντες,3,1,2
1187,θοῇ,21,9,12
1188,μελαίνῃ,39,12,27
1189,φέροις,1,1,0
1190,ἀνελών,2,2,0
1191,ἀέκοντος,5,3,2
1192,μήν,10,6,4
1193,πείρησαι,3,1,2
1194,γνώωσι,4,4,0
1195,οἵδε,17,7,10
1196,αἶψά,16,6,10
1197,αἷμα,47,35,12
1198,κελαινόν,12,6,6
1199,ἐρωήσει,2,1,1
1200,δουρί,134,129,5
1201,τώ,221,182,39
1202,ἀντιβίοισι,1,1,0
1203,μαχεσσαμένω,1,1,0
1204,ἀνστήτην,1,1,0
1205,λῦσαν,5,3,2
1206,νηυσίν,94,79,15
1207,κλισίας,19,18,1
1208,ἐΐσας,11,9,2
1209,Μενοιτιάδῃ,4,4,0
1210,οἷς,21,9,12
1211,ἑτάροισιν,34,13,21
1212,ἄρα,575,313,262
1213,θοήν,36,6,30
1214,προέρυσσεν,1,1,0
1215,ἔκρινεν,1,1,0
1216,ἐείκοσιν,7,5,2
1217,βῆσε,2,2,0
1218,εἷσεν,10,5,5
1219,ἄγων,32,16,16
1220,ἔβη,41,19,22
1221,πολύμητις,85,18,67
1222,ἀναβάντες,8,1,7
1223,ἐπέπλεον,3,1,2
1224,ὑγρά,5,1,4
1225,κέλευθα,13,4,9
1226,ἀπολυμαίνεσθαι,1,1,0
1227,ἄνωγεν,14,7,7
1228,ἀπελυμαίνοντο,1,1,0
1229,λύματα,2,2,0
1230,βάλλον,11,6,5
1231,ἕρδον,1,1,0
1232,τεληέσσας,7,2,5
1233,ἑκατόμβας,20,8,12
1234,θῖν,10,7,3
1235,ἁλός,63,32,31
1236,ἀτρυγέτοιο,10,5,5
1237,κνίση,2,1,1
1238,οὐρανόν,67,37,30
1239,ἷκεν,2,2,0
1240,ἑλισσομένη,2,2,0
1241,καπνῷ,2,1,1
1242,πένοντο,6,2,4
1243,ἐπηπείλησ,1,1,0
1244,Ἀχιλῆϊ,34,34,0
1245,Ταλθύβιόν,1,1,0
1246,Εὐρυβάτην,1,1,0
1247,κήρυκε,2,2,0
1248,ὀτρηρώ,1,1,0
1249,θεράποντε,6,4,2
1250,ἔρχεσθον,1,1,0
1251,χειρός,59,44,15
1252,ἑλόντ,2,2,0
1253,ἀγέμεν,7,6,1
1254,δώῃσιν,2,2,0
1255,πλεόνεσσι,9,3,6
1256,ῥίγιον,5,3,2
1257,προΐει,21,18,3
1258,ἀέκοντε,10,8,2
1259,βάτην,8,7,1
1260,Μυρμιδόνων,12,11,1
1261,ἱκέσθην,6,4,2
1262,εὗρον,16,8,8
1263,κλισίῃ,19,14,5
1264,ἥμενον,10,7,3
1265,γήθησεν,16,9,7
1266,ταρβήσαντε,1,1,0
1267,αἰδομένω,1,1,0
1268,βασιλῆα,20,12,8
1269,στήτην,5,4,1
1270,προσεφώνεον,3,2,1
1271,ἐρέοντο,5,3,2
1272,ᾗσιν,19,9,10
1273,φώνησέν,34,17,17
1274,χαίρετε,2,1,1
1275,κήρυκες,19,13,6
1276,ἄγγελοι,2,2,0
1277,ἠδέ,318,139,179
1278,ἆσσον,25,14,11
1279,ἴτ,1,1,0
1280,ἐπαίτιοι,1,1,0
1281,σφῶϊ,10,9,1
1282,Βρισηΐδος,2,2,0
1283,διογενές,31,16,15
1284,Πατρόκλεες,13,13,0
1285,ἔξαγε,1,1,0
1286,σφωϊν,6,5,1
1287,δός,26,14,12
1288,αὐτώ,12,11,1
1289,μάρτυροι,7,5,2
1290,ἔστων,2,1,1
1291,μακάρων,6,2,4
1292,θνητῶν,11,7,4
1293,βασιλῆος,20,12,8
1294,ἀπηνέος,1,1,0
1295,χρειώ,10,5,5
1296,γένηται,30,12,18
1297,τοῖς,62,34,28
1298,ἄλλοις,12,8,4
1299,ὀλοιῇσι,1,1,0
1300,θύει,1,1,0
1301,οἶδε,15,8,7
1302,νοῆσαι,9,6,3
1303,πρόσσω,13,12,1
1304,ὀπίσσω,53,30,23
1305,ὅππως,19,10,9
1306,σόοι,4,3,1
1307,μαχέοιντο,1,1,0
1308,Πάτροκλος,41,40,1
1309,ἐπεπείθεθ,3,3,0
1310,ἑταίρῳ,9,7,2
1311,ἄγαγε,5,5,0
1312,κλισίης,14,12,2
1313,δῶκε,51,32,19
1314,ἴτην,3,1,2
1315,ἀέκουσ,1,1,0
1316,γυνή,35,15,20
1317,κίεν,11,6,5
1318,δακρύσας,3,2,1
1319,ἑτάρων,35,13,22
1320,ἄφαρ,34,18,16
1321,νόσφι,19,11,8
1322,λιασθείς,6,5,1
1323,ἔφ,3,3,0
1324,πολιῆς,17,11,6
1325,ὁρόων,9,6,3
1326,ἀπείρονα,11,3,8
1327,πόντον,73,23,50
1328,μητρί,15,8,7
1329,φίλῃ,8,5,3
1330,ἠρήσατο,4,3,1
1331,ὀρεγνύς,2,2,0
1332,μῆτερ,13,5,8
1333,ἔτεκές,1,1,0
1334,μινυνθάδιόν,1,1,0
1335,πέρ,41,25,16
1336,ὄφελλεν,2,2,0
1337,Ὀλύμπιος,21,16,5
1338,ἐγγυαλίξαι,1,1,0
1339,ὑψιβρεμέτης,6,4,2
1340,τυτθόν,29,22,7
1341,ἔτισεν,3,3,0
1342,ἠτίμησεν,3,3,0
1343,ἀπούρας,10,9,1
1344,δάκρυ,52,25,27
1345,χέων,8,5,3
1346,πότνια,66,47,19
1347,ἡμένη,3,2,1
1348,βένθεσσιν,2,2,0
1349,γέροντι,13,5,8
1350,καρπαλίμως,42,22,20
1351,ἀνέδυ,2,1,1
1352,ἠΰτ,2,2,0
1353,ὀμίχλη,1,1,0
1354,πάροιθ,6,5,1
1355,αὐτοῖο,11,9,2
1356,καθέζετο,14,11,3
1357,χέοντος,1,1,0
1358,τέ,117,67,50
1359,κατέρεξεν,6,4,2
1360,ὀνόμαζε,22,12,10
1361,τέκνον,38,17,21
1362,κλαίεις,3,2,1
1363,ἵκετο,37,15,22
1364,ἐξαύδα,3,3,0
1365,κεῦθε,4,3,1
1366,εἴδομεν,7,5,2
1367,βαρύ,10,8,2
1368,στενάχων,11,9,2
1369,ἰδυίῃ,3,1,2
1370,πάντ,36,18,18
1371,ἀγορεύω,12,2,10
1372,ᾠχόμεθ,2,1,1
1373,Θήβην,3,2,1
1374,Ἠετίωνος,10,10,0
1375,διεπράθομέν,1,1,0
1376,ἤγομεν,2,1,1
1377,ἐνθάδε,48,26,22
1378,δάσσαντο,1,1,0
1379,σφίσιν,13,9,4
1380,ἕλον,16,14,2
1381,Χρύσης,2,2,0
1382,αὖθ,36,29,7
1383,ἱερεύς,1,1,0
1384,ἑκατηβόλου,4,3,1
1385,χαλκοχιτώνων,31,29,2
1386,ὁ,298,22,276
1387,τοῖο,25,19,6
1388,εὐξαμένου,2,1,1
1389,ἤκουσεν,1,1,0
1390,φίλος,97,53,44
1391,ἦεν,97,51,46
1392,Ἀργείοισι,21,20,1
1393,κακόν,141,71,70
1394,νυ,35,26,9
1395,θνῇσκον,1,1,0
1396,ἐπασσύτεροι,2,1,1
1397,πάντῃ,27,24,3
1398,ἄμμι,16,11,5
1399,εἰδώς,45,20,25
1400,ἀγόρευε,18,13,5
1401,ἑκάτοιο,4,4,0
1402,αὐτίκ,80,32,48
1403,πρῶτος,54,39,15
1404,κελόμην,5,1,4
1405,θεόν,33,18,15
1406,ἱλάσκεσθαι,1,1,0
1407,Ἀτρεΐωνα,3,3,0
1408,χόλος,23,22,1
1409,λάβεν,8,7,1
1410,αἶψα,96,47,49
1411,ἀναστάς,9,5,4
1412,ἠπείλησεν,4,4,0
1413,τετελεσμένος,1,1,0
1414,ἑλίκωπες,3,3,0
1415,πέμπουσιν,3,1,2
1416,ἄγουσι,4,3,1
1417,νέον,39,18,21
1418,κλισίηθεν,7,7,0
1419,ἔβαν,28,13,15
1420,ἄγοντες,12,4,8
1421,Βρισῆος,3,3,0
1422,δύνασαί,2,1,1
1423,περίσχεο,1,1,0
1424,παιδός,34,17,17
1425,ἑῆος,7,5,2
1426,ἐλθοῦσ,2,1,1
1427,Δία,11,8,3
1428,λίσαι,1,1,0
1429,ἔπει,3,3,0
1430,ὤνησας,1,1,0
1431,ἔργῳ,8,5,3
1432,πολλάκι,11,7,4
1433,σεο,2,2,0
1434,πατρός,125,48,77
1435,μεγάροισιν,71,15,56
1436,ἄκουσα,10,4,6
1437,εὐχομένης,1,1,0
1438,ὅτ,100,67,33
1439,ἔφησθα,4,2,2
1440,κελαινεφέϊ,4,3,1
1441,Κρονίωνι,16,16,0
1442,οἴη,19,5,14
1443,ὁππότε,43,21,22
1444,ξυνδῆσαι,1,1,0
1445,Ὀλύμπιοι,2,2,0
1446,ἤθελον,7,2,5
1447,Ποσειδάων,53,31,22
1448,Παλλάς,50,26,24
1449,ἐλθοῦσα,5,4,1
1450,ὑπελύσαο,1,1,0
1451,δεσμῶν,2,1,1
1452,ὦχ,2,2,0
1453,ἑκατόγχειρον,1,1,0
1454,καλέσασ,1,1,0
1455,μακρόν,52,43,9
1456,Ὄλυμπον,38,27,11
1457,Βριάρεων,1,1,0
1458,καλέουσι,7,4,3
1459,ἄνδρες,71,37,34
1460,Αἰγαίων,1,1,0
1461,βίην,17,14,3
1462,ἀμείνων,20,15,5
1463,κύδεϊ,4,4,0
1464,γαίων,4,4,0
1465,ὑπέδεισαν,1,1,0
1466,μάκαρες,19,7,12
1467,ἔτ,96,53,43
1468,ἔδησαν,8,3,5
1469,μνήσασα,1,1,0
1470,παρέζεο,1,1,0
1471,λαβέ,2,2,0
1472,γούνων,25,15,10
1473,ἐθέλῃσιν,17,11,6
1474,Τρώεσσιν,49,47,2
1475,ἀρῆξαι,1,1,0
1476,πρύμνας,1,1,0
1477,ἀμφ,102,61,41
1478,ἔλσαι,3,3,0
1479,κτεινομένους,3,2,1
1480,ἐπαύρωνται,1,1,0
1481,γνῷ,2,2,0
1482,ἄτην,8,4,4
1483,Θέτις,28,27,1
1484,χέουσα,9,9,0
1485,ἔτρεφον,3,1,2
1486,αἰνά,4,2,2
1487,τεκοῦσα,1,1,0
1488,αἴθ,13,7,6
1489,ὄφελες,5,4,1
1490,ἀδάκρυτος,1,1,0
1491,ἀπήμων,7,3,4
1492,αἶσα,16,4,12
1493,μίνυνθά,8,5,3
1494,δήν,40,13,27
1495,ὠκύμορος,2,2,0
1496,ὀϊζυρός,2,1,1
1497,ἔπλεο,2,2,0
1498,κακῇ,5,3,2
1499,αἴσῃ,12,11,1
1500,τέκον,7,6,1
1501,μεγάροισι,75,21,54
1502,τοῦτο,41,12,29
1503,ἐρέουσα,4,2,2
1504,Διί,78,62,16
1505,τερπικεραύνῳ,8,4,4
1506,εἶμ,11,8,3
1507,αὐτή,60,18,42
1508,ἀγάννιφον,2,2,0
1509,πίθηται,2,2,0
1510,παρήμενος,8,2,6
1511,ὠκυπόροισι,3,2,1
1512,μήνι,2,2,0
1513,πολέμου,25,24,1
1514,ἀποπαύεο,1,1,0
1515,πάμπαν,37,20,17
1516,Ὠκεανόν,4,3,1
1517,μετ,129,75,54
1518,ἀμύμονας,2,2,0
1519,Αἰθιοπῆας,1,1,0
1520,χθιζός,6,2,4
1521,δαῖτα,34,12,22
1522,ἕποντο,67,46,21
1523,δωδεκάτῃ,1,1,0
1524,ἐλεύσεται,15,3,12
1525,τότ,104,45,59
1526,ἔπειτά,7,4,3
1527,χαλκοβατές,6,4,2
1528,δῶ,25,9,16
1529,γουνάσομαι,1,1,0
1530,φωνήσασ,18,4,14
1531,ἀπεβήσετο,5,4,1
1532,λίπ,14,6,8
1533,χωόμενον,2,2,0
1534,ἐϋζώνοιο,3,3,0
1535,γυναικός,15,8,7
1536,βίῃ,22,15,7
1537,ἀπηύρων,6,5,1
1538,ἵκανεν,13,9,4
1539,λιμένος,13,2,11
1540,πολυβενθέος,5,1,4
1541,ἐντός,21,13,8
1542,ἵκοντο,40,18,22
1543,ἱστία,22,2,20
1544,στείλαντο,1,1,0
1545,θέσαν,20,14,6
1546,ἱστοδόκῃ,1,1,0
1547,πέλασαν,4,2,2
1548,προτόνοισιν,3,1,2
1549,ὑφέντες,1,1,0
1550,ὅρμον,4,1,3
1551,προέρεσσαν,1,1,0
1552,ἐρετμοῖς,10,1,9
1553,εὐνάς,8,4,4
1554,ἔβαλον,12,9,3
1555,πρυμνήσι,6,1,5
1556,βαῖνον,5,4,1
1557,ῥηγμῖνι,14,4,10
1558,βῆσαν,3,1,2
1559,ἑκηβόλῳ,4,4,0
1560,Χρυσηΐς,1,1,0
1561,νηός,96,23,73
1562,ποντοπόροιο,4,2,2
1563,βωμόν,6,3,3
1564,τίθει,32,17,15
1565,προσέειπεν,43,22,21
1566,Χρύση,1,1,0
1567,ἔπεμψεν,2,1,1
1568,παῖδά,7,3,4
1569,Φοίβῳ,1,1,0
1570,ῥέξαι,6,3,3
1571,ὑπέρ,68,43,25
1572,ἱλασόμεσθα,1,1,0
1573,ἄνακτα,26,18,8
1574,πολύστονα,1,1,0
1575,κήδε,27,13,14
1576,ἐφῆκεν,4,2,2
1577,δέξατο,6,4,2
1578,χαίρων,19,5,14
1579,ὦκα,69,38,31
1580,ἑξείης,23,6,17
1581,ἔστησαν,6,3,3
1582,ἐΰδμητον,3,3,0
1583,χερνίψαντο,1,1,0
1584,οὐλοχύτας,7,4,3
1585,ἀνέλοντο,3,2,1
1586,μεγάλ,18,12,6
1587,εὔχετο,12,7,5
1588,ἀνασχών,11,6,5
1589,Κίλλαν,1,1,0
1590,πάρος,102,53,49
1591,ἔκλυες,6,4,2
1592,εὐξαμένοιο,6,6,0
1593,τίμησας,2,2,0
1594,ἐμέ,104,52,52
1595,ἴψαο,2,2,0
1596,τόδ,47,24,23
1597,ἐπικρήηνον,3,3,0
1598,ἄμυνον,3,2,1
1599,ῥ,314,184,130
1600,εὔξαντο,4,2,2
1601,προβάλοντο,4,3,1
1602,αὐέρυσαν,2,2,0
1603,ἔσφαξαν,3,2,1
1604,ἔδειραν,3,2,1
1605,μηρούς,6,3,3
1606,ἐξέταμον,5,4,1
1607,κνίσῃ,5,3,2
1608,ἐκάλυψαν,4,2,2
1609,δίπτυχα,4,2,2
1610,ποιήσαντες,4,2,2
1611,αὐτῶν,47,27,20
1612,ὠμοθέτησαν,4,2,2
1613,καῖε,4,3,1
1614,σχίζῃς,2,1,1
1615,αἴθοπα,22,9,13
1616,οἶνον,76,24,52
1617,λεῖβε,4,3,1
1618,νέοι,21,6,15
1619,παρ,111,70,41
1620,ἔχον,65,50,15
1621,πεμπώβολα,2,1,1
1622,μῆρε,2,2,0
1623,κάη,2,2,0
1624,σπλάγχνα,7,3,4
1625,πάσαντο,5,2,3
1626,μίστυλλόν,8,4,4
1627,τἆλλα,5,2,3
1628,ὀβελοῖσιν,11,5,6
1629,ἔπειραν,5,2,3
1630,ὤπτησάν,4,2,2
1631,περιφραδέως,6,4,2
1632,ἐρύσαντό,5,4,1
1633,παύσαντο,6,4,2
1634,πόνου,9,6,3
1635,τετύκοντό,6,3,3
1636,δαίνυντ,13,6,7
1637,ἐδεύετο,9,7,2
1638,δαιτός,23,12,11
1639,ἐΐσης,13,10,3
1640,πόσιος,30,9,21
1641,ἐδητύος,29,10,19
1642,ἔρον,24,9,15
1643,ἕντο,22,7,15
1644,κοῦροι,32,16,16
1645,κρητῆρας,8,3,5
1646,ἐπεστέψαντο,5,2,3
1647,ποτοῖο,5,2,3
1648,νώμησαν,4,2,2
1649,ἐπαρξάμενοι,4,2,2
1650,δεπάεσσιν,10,4,6
1651,πανημέριοι,6,3,3
1652,μολπῇ,3,2,1
1653,ἱλάσκοντο,1,1,0
1654,καλόν,67,29,38
1655,ἀείδοντες,2,2,0
1656,παιήονα,2,2,0
1657,μέλποντες,1,1,0
1658,τέρπετ,2,1,1
1659,ἀκούων,11,4,7
1660,ἦμος,38,8,30
1661,ἠέλιος,34,9,25
1662,κατέδυ,12,3,9
1663,κνέφας,15,7,8
1664,κοιμήσαντο,8,3,5
1665,πρυμνήσια,7,1,6
1666,ἠριγένεια,24,2,22
1667,φάνη,28,6,22
1668,ῥοδοδάκτυλος,27,5,22
1669,Ἠώς,42,8,34
1670,ἀνάγοντο,2,1,1
1671,ἴκμενον,5,1,4
1672,οὖρον,18,4,14
1673,ἵει,13,9,4
1674,ἑκάεργος,12,11,1
1675,στήσαντ,1,1,0
1676,λευκά,15,7,8
1677,πέτασσαν,3,1,2
1678,ἄνεμος,18,8,10
1679,πρῆσεν,1,1,0
1680,μέσον,36,24,12
1681,ἱστίον,2,1,1
1682,ἀμφί,264,175,89
1683,κῦμα,64,29,35
1684,στείρῃ,2,1,1
1685,πορφύρεον,7,3,4
1686,ἴαχε,10,8,2
1687,ἰούσης,2,1,1
1688,ἔθεεν,3,1,2
1689,διαπρήσσουσα,2,1,1
1690,κέλευθον,13,8,5
1691,ἠπείροιο,9,1,8
1692,ἔρυσσαν,6,2,4
1693,ὑψοῦ,9,6,3
1694,ψαμάθοις,3,2,1
1695,ὑπό,256,178,78
1696,ἕρματα,4,3,1
1697,μακρά,36,19,17
1698,τάνυσσαν,3,3,0
1699,ἐσκίδναντο,4,3,1
1700,νέας,16,6,10
1701,μήνιε,2,2,0
1702,διογενής,13,7,6
1703,Πηλῆος,11,8,3
1704,πωλέσκετο,3,2,1
1705,κυδιάνειραν,5,5,0
1706,φθινύθεσκε,1,1,0
1707,αὖθι,56,39,17
1708,μένων,14,12,2
1709,ποθέεσκε,1,1,0
1710,ἀϋτήν,3,3,0
1711,πτόλεμόν,2,2,0
1712,δυωδεκάτη,6,4,2
1713,ἠώς,25,19,6
1714,ἴσαν,35,22,13
1715,ἦρχε,56,35,21
1716,λήθετ,6,3,3
1717,ἐφετμέων,3,2,1
1718,ἑοῦ,10,9,1
1719,ἀνεδύσετο,2,1,1
1720,ἠερίη,2,2,0
1721,ἀνέβη,1,1,0
1722,Οὔλυμπόν,2,2,0
1723,εὗρεν,11,6,5
1724,εὐρύοπα,23,16,7
1725,Κρονίδην,5,5,0
1726,ἄτερ,13,8,5
1727,ἀκροτάτῃ,5,5,0
1728,κορυφῇ,5,4,1
1729,πολυδειράδος,3,3,0
1730,λάβε,24,15,9
1731,σκαιῇ,3,3,0
1732,δεξιτερῇ,5,3,2
1733,ὑπ,140,99,41
1734,ἀνθερεῶνος,2,2,0
1735,ἑλοῦσα,14,7,7
1736,λισσομένη,7,7,0
1737,Κρονίωνα,10,8,2
1738,Ζεῦ,51,33,18
1739,πάτερ,66,29,37
1740,ὄνησα,1,1,0
